Notes,Month,Month_Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Jul., 2017",2017-07,"Assault by rifle, shotgun and larger firearm discharge",X94,44,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2017",2017-07,Assault by other and unspecified firearm discharge,X95,1184,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2017",2017-07,"Handgun discharge, undetermined intent",Y22,2,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2017",2017-07,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,2,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2017",2017-07,"Other and unspecified firearm discharge, undetermined intent",Y24,14,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2017",2017-07,Legal intervention involving firearm discharge,Y35.0,55,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2017",2017-08,Handgun discharge,W32,6,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2017",2017-08,"Rifle, shotgun and larger firearm discharge",W33,5,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2017",2017-08,Discharge from other and unspecified firearms,W34,36,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2017",2017-08,Intentional self-harm by handgun discharge,X72,569,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2017",2017-08,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,249,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2017",2017-08,Intentional self-harm by other and unspecified firearm discharge,X74,1253,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2017",2017-08,Assault by handgun discharge,X93,75,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2017",2017-08,"Assault by rifle, shotgun and larger firearm discharge",X94,54,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2017",2017-08,Assault by other and unspecified firearm discharge,X95,1113,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2017",2017-08,"Handgun discharge, undetermined intent",Y22,2,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2017",2017-08,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,3,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2017",2017-08,"Other and unspecified firearm discharge, undetermined intent",Y24,16,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2017",2017-08,Legal intervention involving firearm discharge,Y35.0,48,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2017",2017-09,Handgun discharge,W32,8,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2017",2017-09,"Rifle, shotgun and larger firearm discharge",W33,3,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2017",2017-09,Discharge from other and unspecified firearms,W34,25,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2017",2017-09,Intentional self-harm by handgun discharge,X72,504,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2017",2017-09,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,225,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2017",2017-09,Intentional self-harm by other and unspecified firearm discharge,X74,1254,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2017",2017-09,Assault by handgun discharge,X93,99,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2017",2017-09,"Assault by rifle, shotgun and larger firearm discharge",X94,38,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2017",2017-09,Assault by other and unspecified firearm discharge,X95,1006,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2017",2017-09,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2017",2017-09,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2017",2017-09,"Other and unspecified firearm discharge, undetermined intent",Y24,21,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2017",2017-09,Legal intervention involving firearm discharge,Y35.0,42,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2017",2017-10,Handgun discharge,W32,5,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2017",2017-10,"Rifle, shotgun and larger firearm discharge",W33,4,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2017",2017-10,Discharge from other and unspecified firearms,W34,26,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2017",2017-10,Intentional self-harm by handgun discharge,X72,495,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2017",2017-10,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,242,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2017",2017-10,Intentional self-harm by other and unspecified firearm discharge,X74,1335,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2017",2017-10,Assault by handgun discharge,X93,90,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2017",2017-10,"Assault by rifle, shotgun and larger firearm discharge",X94,46,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2017",2017-10,Assault by other and unspecified firearm discharge,X95,1172,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2017",2017-10,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2017",2017-10,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,3,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2017",2017-10,"Other and unspecified firearm discharge, undetermined intent",Y24,26,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2017",2017-10,Legal intervention involving firearm discharge,Y35.0,51,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2017",2017-11,Handgun discharge,W32,9,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2017",2017-11,"Rifle, shotgun and larger firearm discharge",W33,8,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2017",2017-11,Discharge from other and unspecified firearms,W34,31,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2017",2017-11,Intentional self-harm by handgun discharge,X72,462,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2017",2017-11,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,216,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2017",2017-11,Intentional self-harm by other and unspecified firearm discharge,X74,1208,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2017",2017-11,Assault by handgun discharge,X93,95,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2017",2017-11,"Assault by rifle, shotgun and larger firearm discharge",X94,40,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2017",2017-11,Assault by other and unspecified firearm discharge,X95,1116,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2017",2017-11,"Handgun discharge, undetermined intent",Y22,5,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2017",2017-11,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2017",2017-11,"Other and unspecified firearm discharge, undetermined intent",Y24,24,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2017",2017-11,Legal intervention involving firearm discharge,Y35.0,50,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2017",2017-12,Handgun discharge,W32,3,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2017",2017-12,"Rifle, shotgun and larger firearm discharge",W33,4,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2017",2017-12,Discharge from other and unspecified firearms,W34,34,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2017",2017-12,Intentional self-harm by handgun discharge,X72,458,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2017",2017-12,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,233,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2017",2017-12,Intentional self-harm by other and unspecified firearm discharge,X74,1228,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2017",2017-12,Assault by handgun discharge,X93,89,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2017",2017-12,"Assault by rifle, shotgun and larger firearm discharge",X94,40,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2017",2017-12,Assault by other and unspecified firearm discharge,X95,1113,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2017",2017-12,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2017",2017-12,"Other and unspecified firearm discharge, undetermined intent",Y24,22,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2017",2017-12,Legal intervention involving firearm discharge,Y35.0,43,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2018",2018-01,Handgun discharge,W32,3,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2018",2018-01,"Rifle, shotgun and larger firearm discharge",W33,6,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2018",2018-01,Discharge from other and unspecified firearms,W34,38,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2018",2018-01,Intentional self-harm by handgun discharge,X72,574,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2018",2018-01,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,251,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2018",2018-01,Intentional self-harm by other and unspecified firearm discharge,X74,1344,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2018",2018-01,Assault by handgun discharge,X93,108,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2018",2018-01,"Assault by rifle, shotgun and larger firearm discharge",X94,43,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2018",2018-01,Assault by other and unspecified firearm discharge,X95,1116,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2018",2018-01,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2018",2018-01,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2018",2018-01,"Other and unspecified firearm discharge, undetermined intent",Y24,33,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2018",2018-01,Legal intervention involving firearm discharge,Y35.0,45,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2018",2018-02,Handgun discharge,W32,9,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2018",2018-02,"Rifle, shotgun and larger firearm discharge",W33,5,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2018",2018-02,Discharge from other and unspecified firearms,W34,21,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2018",2018-02,Intentional self-harm by handgun discharge,X72,491,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2018",2018-02,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,196,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2018",2018-02,Intentional self-harm by other and unspecified firearm discharge,X74,1149,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2018",2018-02,Assault by handgun discharge,X93,65,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2018",2018-02,"Assault by rifle, shotgun and larger firearm discharge",X94,27,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2018",2018-02,Assault by other and unspecified firearm discharge,X95,936,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2018",2018-02,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2018",2018-02,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,2,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2018",2018-02,"Other and unspecified firearm discharge, undetermined intent",Y24,18,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2018",2018-02,Legal intervention involving firearm discharge,Y35.0,35,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2018",2018-03,Handgun discharge,W32,6,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2018",2018-03,"Rifle, shotgun and larger firearm discharge",W33,3,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2018",2018-03,Discharge from other and unspecified firearms,W34,23,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2018",2018-03,Intentional self-harm by handgun discharge,X72,577,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2018",2018-03,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,233,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2018",2018-03,Intentional self-harm by other and unspecified firearm discharge,X74,1282,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2018",2018-03,Assault by handgun discharge,X93,74,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2018",2018-03,"Assault by rifle, shotgun and larger firearm discharge",X94,34,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2018",2018-03,Assault by other and unspecified firearm discharge,X95,949,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2018",2018-03,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2018",2018-03,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,2,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2018",2018-03,"Other and unspecified firearm discharge, undetermined intent",Y24,23,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2018",2018-03,Legal intervention involving firearm discharge,Y35.0,54,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2018",2018-04,Handgun discharge,W32,7,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2018",2018-04,"Rifle, shotgun and larger firearm discharge",W33,3,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2018",2018-04,Discharge from other and unspecified firearms,W34,26,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2018",2018-04,Intentional self-harm by handgun discharge,X72,526,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2018",2018-04,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,215,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2018",2018-04,Intentional self-harm by other and unspecified firearm discharge,X74,1282,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2018",2018-04,Assault by handgun discharge,X93,71,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2018",2018-04,"Assault by rifle, shotgun and larger firearm discharge",X94,40,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2018",2018-04,Assault by other and unspecified firearm discharge,X95,1023,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2018",2018-04,"Handgun discharge, undetermined intent",Y22,1,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2018",2018-04,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,4,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2018",2018-04,"Other and unspecified firearm discharge, undetermined intent",Y24,25,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2018",2018-04,Legal intervention involving firearm discharge,Y35.0,46,Not Applicable,Not Applicable,Not Applicable
,"May, 2018",2018-05,Handgun discharge,W32,13,Not Applicable,Not Applicable,Not Applicable
,"May, 2018",2018-05,"Rifle, shotgun and larger firearm discharge",W33,3,Not Applicable,Not Applicable,Not Applicable
,"May, 2018",2018-05,Discharge from other and unspecified firearms,W34,27,Not Applicable,Not Applicable,Not Applicable
,"May, 2018",2018-05,Intentional self-harm by handgun discharge,X72,541,Not Applicable,Not Applicable,Not Applicable
,"May, 2018",2018-05,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,233,Not Applicable,Not Applicable,Not Applicable
,"May, 2018",2018-05,Intentional self-harm by other and unspecified firearm discharge,X74,1349,Not Applicable,Not Applicable,Not Applicable
,"May, 2018",2018-05,Assault by handgun discharge,X93,78,Not Applicable,Not Applicable,Not Applicable
,"May, 2018",2018-05,"Assault by rifle, shotgun and larger firearm discharge",X94,36,Not Applicable,Not Applicable,Not Applicable
,"May, 2018",2018-05,Assault by other and unspecified firearm discharge,X95,1042,Not Applicable,Not Applicable,Not Applicable
,"May, 2018",2018-05,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"May, 2018",2018-05,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,3,Not Applicable,Not Applicable,Not Applicable
,"May, 2018",2018-05,"Other and unspecified firearm discharge, undetermined intent",Y24,30,Not Applicable,Not Applicable,Not Applicable
,"May, 2018",2018-05,Legal intervention involving firearm discharge,Y35.0,43,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2018",2018-06,Handgun discharge,W32,9,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2018",2018-06,"Rifle, shotgun and larger firearm discharge",W33,5,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2018",2018-06,Discharge from other and unspecified firearms,W34,23,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2018",2018-06,Intentional self-harm by handgun discharge,X72,517,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2018",2018-06,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,198,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2018",2018-06,Intentional self-harm by other and unspecified firearm discharge,X74,1300,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2018",2018-06,Assault by handgun discharge,X93,80,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2018",2018-06,"Assault by rifle, shotgun and larger firearm discharge",X94,43,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2018",2018-06,Assault by other and unspecified firearm discharge,X95,1106,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2018",2018-06,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2018",2018-06,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,5,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2018",2018-06,"Other and unspecified firearm discharge, undetermined intent",Y24,25,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2018",2018-06,Legal intervention involving firearm discharge,Y35.0,49,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2018",2018-07,Handgun discharge,W32,9,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2018",2018-07,"Rifle, shotgun and larger firearm discharge",W33,3,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2018",2018-07,Discharge from other and unspecified firearms,W34,20,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2018",2018-07,Intentional self-harm by handgun discharge,X72,577,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2018",2018-07,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,250,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2018",2018-07,Intentional self-harm by other and unspecified firearm discharge,X74,1311,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2018",2018-07,Assault by handgun discharge,X93,92,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2018",2018-07,"Assault by rifle, shotgun and larger firearm discharge",X94,54,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2018",2018-07,Assault by other and unspecified firearm discharge,X95,1145,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2018",2018-07,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,4,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2018",2018-07,"Other and unspecified firearm discharge, undetermined intent",Y24,26,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2018",2018-07,Legal intervention involving firearm discharge,Y35.0,49,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2018",2018-08,Handgun discharge,W32,6,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2018",2018-08,"Rifle, shotgun and larger firearm discharge",W33,3,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2018",2018-08,Discharge from other and unspecified firearms,W34,24,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2018",2018-08,Intentional self-harm by handgun discharge,X72,575,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2018",2018-08,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,280,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2018",2018-08,Intentional self-harm by other and unspecified firearm discharge,X74,1292,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2018",2018-08,Assault by handgun discharge,X93,80,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2018",2018-08,"Assault by rifle, shotgun and larger firearm discharge",X94,43,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2018",2018-08,Assault by other and unspecified firearm discharge,X95,1039,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2018",2018-08,"Handgun discharge, undetermined intent",Y22,6,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2018",2018-08,"Other and unspecified firearm discharge, undetermined intent",Y24,27,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2018",2018-08,Legal intervention involving firearm discharge,Y35.0,51,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2018",2018-09,Handgun discharge,W32,5,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2018",2018-09,"Rifle, shotgun and larger firearm discharge",W33,5,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2018",2018-09,Discharge from other and unspecified firearms,W34,26,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2018",2018-09,Intentional self-harm by handgun discharge,X72,497,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2018",2018-09,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,224,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2018",2018-09,Intentional self-harm by other and unspecified firearm discharge,X74,1331,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2018",2018-09,Assault by handgun discharge,X93,78,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2018",2018-09,"Assault by rifle, shotgun and larger firearm discharge",X94,41,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2018",2018-09,Assault by other and unspecified firearm discharge,X95,1096,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2018",2018-09,"Handgun discharge, undetermined intent",Y22,2,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2018",2018-09,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2018",2018-09,"Other and unspecified firearm discharge, undetermined intent",Y24,27,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2018",2018-09,Legal intervention involving firearm discharge,Y35.0,42,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2018",2018-10,Handgun discharge,W32,7,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2018",2018-10,"Rifle, shotgun and larger firearm discharge",W33,4,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2018",2018-10,Discharge from other and unspecified firearms,W34,28,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2018",2018-10,Intentional self-harm by handgun discharge,X72,567,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2018",2018-10,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,219,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2018",2018-10,Intentional self-harm by other and unspecified firearm discharge,X74,1288,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2018",2018-10,Assault by handgun discharge,X93,76,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2018",2018-10,"Assault by rifle, shotgun and larger firearm discharge",X94,39,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2018",2018-10,Assault by other and unspecified firearm discharge,X95,1026,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2018",2018-10,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2018",2018-10,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2018",2018-10,"Other and unspecified firearm discharge, undetermined intent",Y24,17,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2018",2018-10,Legal intervention involving firearm discharge,Y35.0,40,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2018",2018-11,Handgun discharge,W32,5,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2018",2018-11,"Rifle, shotgun and larger firearm discharge",W33,5,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2018",2018-11,Discharge from other and unspecified firearms,W34,37,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2018",2018-11,Intentional self-harm by handgun discharge,X72,503,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2018",2018-11,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,250,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2018",2018-11,Intentional self-harm by other and unspecified firearm discharge,X74,1112,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2018",2018-11,Assault by handgun discharge,X93,66,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2018",2018-11,"Assault by rifle, shotgun and larger firearm discharge",X94,40,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2018",2018-11,Assault by other and unspecified firearm discharge,X95,987,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2018",2018-11,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2018",2018-11,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,4,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2018",2018-11,"Other and unspecified firearm discharge, undetermined intent",Y24,19,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2018",2018-11,Legal intervention involving firearm discharge,Y35.0,42,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2018",2018-12,Handgun discharge,W32,4,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2018",2018-12,"Rifle, shotgun and larger firearm discharge",W33,5,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2018",2018-12,Discharge from other and unspecified firearms,W34,32,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2018",2018-12,Intentional self-harm by handgun discharge,X72,520,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2018",2018-12,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,199,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2018",2018-12,Intentional self-harm by other and unspecified firearm discharge,X74,1179,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2018",2018-12,Assault by handgun discharge,X93,83,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2018",2018-12,"Assault by rifle, shotgun and larger firearm discharge",X94,29,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2018",2018-12,Assault by other and unspecified firearm discharge,X95,1073,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2018",2018-12,"Handgun discharge, undetermined intent",Y22,5,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2018",2018-12,"Other and unspecified firearm discharge, undetermined intent",Y24,17,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2018",2018-12,Legal intervention involving firearm discharge,Y35.0,43,Not Applicable,Not Applicable,Not Applicable
